country,employer_name,location_name,location_state,location_country,job_title,total_experience_years,employer_experience_years,annual_base_pay,signing_bonus,annual_bonus,stock_value_bonus,total
US/EU,in the attic ltd,"west yorkshire, uk",,,full stack engineer,14.0,10.0,149310.0,,,,149310.0
US/EU,criteo,paris,,,senior software engineer,6.0,1.0,70000.0,,20000.0,5000,90000.0
US/EU,30 person startup,"new haven, ct, usa",CT,US,mobile engineer,10.0,3.0,90000.0,0.0,0.0,,90000.0
US/EU,yelp,san francisco,,,software engineer,5.0,2.0,125000.0,0.0,0.0,450000,125000.0
US/EU,tag,dublin,,,software developer,4.0,2.0,36000.0,,,,36000.0
US/EU,fintech startup,toronto,,,product manager,16.0,2.0,120000.0,0.0,8.0,0,120008.0
US/EU,northwestern mutual,"milwaukee, wi",WI,US,lead project manager,13.0,11.0,102000.0,,21000.0,,123000.0
US/EU,badoo,london,,,mobile web developer,8.0,3.0,75000.0,,,,75000.0
US/EU,inria,france,,FR,research engineer,10.0,1.0,32000.0,0.0,0.0,0,32000.0
US/EU,bbc,"manchester, uk",,,senior software engineer,6.0,3.0,56880.0,0.0,0.0,0,56880.0
US/EU,school,bermuda,,BM,physics teacher,8.0,0.5,98000.0,0.0,0.0,0,98000.0
US/EU,supplyhog,"chattanooga, tn",TN,US,sr. developer,6.0,4.0,82000.0,,,,82000.0
US/EU,spam spa,italy,,IT,software developer,10.0,5.0,35000.0,0.0,0.0,0,35000.0
US/EU,station ag,switzerland zurich,,CH,web developer,1.0,1.0,60000.0,,5000.0,,65000.0
US/EU,technicolor,france,,FR,technical advisor,8.0,1.0,90000.0,0.0,10.0,0,90010.0
US/EU,office depot,"boca raton, fl",FL,US,lead systems engineer,25.0,9.0,100000.0,0.0,15000.0,0,115000.0
US/EU,curtiss-wright,"hatfield, pa",PA,US,lead software development engineer,2.0,3.0,73000.0,0.0,1000.0,1000,74000.0
US/EU,bestbuy,richfield mn,MN,US,senior web engineer,3.0,1.0,110000.0,,27000.0,,137000.0
US/EU,abc,india,,IN,software developer,10.0,4.0,400000.0,,,,400000.0
US/EU,startup,mumbai,,,android developer,6.0,2.0,110000.0,0.0,0.0,0,110000.0
US/EU,parisian startup,"paris, france",,FR,lead developer,4.0,2.0,51000.0,2500.0,,1000,53500.0
US/EU,amazon,toronto,,,sde1,1.0,1.0,80000.0,10000.0,,20000,90000.0
US/EU,western union,montvale nj,NJ,US,senior application architect,18.0,2.0,130000.0,,20000.0,,150000.0
US/EU,interactive intelligence,indianapolis in,,IN,development manager,8.0,4.0,83500.0,0.0,15000.0,2000,98500.0
US/EU,aon,chicago,,,senior team lead,12.0,3.0,110000.0,,20000.0,,130000.0
US/EU,multinational mobile sector,"madrid, spain",,ES,software engineer,7.0,5.0,30000.0,,1500.0,,31500.0
US/EU,local webdev company,germany,,DE,fullstack webdeveloper,20.0,2.0,37600.0,,500.0,,38100.0
US/EU,datastampa,milan,,,junior software developer,1.0,1.0,20000.0,0.0,5.0,0,20005.0
US/EU,150 person it consulting company,"munich, germany",,DE,senior consultant,9.0,5.0,70000.0,0.0,3000.0,0,73000.0
US/EU,mirantis,"moscow, russia",,RU,"openstack software engineer, t2",6.0,1.0,34800.0,0.0,0.0,0,34800.0
US/EU,healthcare system,"grand rapids, mi",MI,US,application development analyst,5.0,1.0,77000.0,0.0,500.0,0,77500.0
US/EU,software house,krakow,,,ios developer,5.0,0.0,30000.0,0.0,0.0,0,30000.0
US/EU,goodgame studios,hamburg,,,backend developer,7.0,3.0,43800.0,0.0,0.0,0,43800.0
US/EU,amazon,toronto,,,software development engineer,2.5,1.0,98000.0,22000.0,,,120000.0
US/EU,a media company,new york,NY,US,runs numerous departments,,,210000.0,,50.0,,210050.0
US/EU,independent school system,kentucky,KY,US,it technician,5.0,2.0,22000.0,0.0,0.0,0,22000.0
US/EU,of grenoble,"grenoble, france",,FR,postdoc,4.0,1.0,33700.0,,,,33700.0
US/EU,celtra,slovenia,,SI,developer,9.0,1.0,32000.0,0.0,9600.0,/,41600.0
US/EU,startup,"london, uk",,,founder,11.0,4.0,142200.0,,,,142200.0
US/EU,globe electric,montreal,,,"vp, digital",8.0,5.0,130000.0,,50000.0,,180000.0
US/EU,hvfcu,poughkeepsie,,,programmer analyst,5.0,2.0,65000.0,0.0,3.0,0,65003.0
US/EU,highmark,"pittsburgh, pa",PA,US,information security,8.0,2.0,90000.0,5000.0,0.0,0,95000.0
US/EU,attain,"jblm, wa",WA,US,consultant,6.0,3.0,65000.0,3000.0,0.0,0,68000.0
US/EU,grab,singapore,,SG,sde 1,1.0,1.0,70000.0,0.0,10000.0,,80000.0
US/EU,beintoo,milan,,,technical account manager,10.0,1.0,43000.0,,,,43000.0
US/EU,salsify,"boston, ma",MA,US,senior software engineer,5.0,1.0,130000.0,0.0,0.0,10000,130000.0
US/EU,london startup,london,,,lead web developer,8.0,2.0,58302.0,,0.0,,58302.0
US/EU,cirrus logic,"austin, tx",TX,US,senior verification engineer,15.0,1.0,140000.0,10000.0,15000.0,15000,165000.0
US/EU,amazon,"cambridge, ma",MA,US,sde ii,3.5,3.5,119000.0,,,70000,119000.0
US/EU,cybercom group,sweden,,SE,software developer,5.0,1.0,48000.0,0.0,0.0,0,48000.0
US/EU,software factory,argentina,,AR,ios software developer,,3.0,23200.0,0.0,0.0,0,23200.0
US/EU,google,nyc,,,staff software engineer,6.0,4.0,195000.0,25000.0,42000.0,140000,262000.0
US/EU,bullhorn,boston,,,software engineer,2.0,1.5,55000.0,0.0,8.0,0,55008.0
US/EU,cisco systems,atlanta,,,systems engineer,26.0,16.0,135000.0,,,,135000.0
US/EU,here gmbh,berlin,,,senior ios developer,9.0,1.0,70560.0,,6000.0,,76560.0
US/EU,ullink,"cluj-napoca, romania",,OM,software developer,5.0,0.5,27000.0,3000.0,,0,30000.0
US/EU,clickbus,sao paulo,,,front end,10.0,1.0,117.0,0.0,0.0,,117.0
US/EU,startup (20 people),"austin, tx",TX,US,developer,5.0,3.0,92000.0,2000.0,0.0,1000,94000.0
US/EU,manitoba public insurance,"winnipeg, mb canada",,CA,analyst,6.0,6.0,71174.93,0.0,0.0,0,71174.93
US/EU,google,nyc,,,software engineer 4,6.0,0.0,150000.0,40000.0,22500.0,60000,212500.0
US/EU,ibm,"durham, nc",NC,US,software engineer,2.0,2.0,75000.0,3000.0,,,78000.0
US/EU,altran,strasbourg,,,software consultant,4.0,1.0,25000.0,0.0,300.0,0,25300.0
US/EU,startup,new york city,NY,US,software engineer,4.0,1.0,145000.0,0.0,0.0,105000,145000.0
US/EU,jobteaser,paris,,,senior developer,8.0,3.0,55.0,,,,55.0
US/EU,hughes,dc metro area,,,software engineer 1,2.5,1.0,72000.0,10000.0,3000.0,1500,85000.0
US/EU,ernst & young,"dallas, tx",TX,US,senior - risk assurance,2.5,2.5,75000.0,3000.0,,,78000.0
US/EU,mid size company,remote,,,software developer,5.0,0.5,130000.0,0.0,0.0,unknown,130000.0
US/EU,self-employed,melbourne,,,software engineer,2.0,1.0,150000.0,0.0,0.0,0,150000.0
US/EU,startup,"phoenix, az",AZ,US,developer,1.0,1.0,62000.0,0.0,5000.0,0,67000.0
US/EU,shutterstock,new york city,NY,US,principal software engineer,10.0,2.0,160000.0,5000.0,10.0,2000 shares,165010.0
US/EU,divid,"jÌ¦nkÌ¦ping, sweden",,SE,software developer,10.0,3.0,48000.0,0.0,1500.0,0,49500.0
US/EU,definiens ag,munich,,,quality assurance engineer,11.0,1.0,55000.0,2000.0,3.0,,57003.0
US/EU,ibm,"durham, nc",NC,US,network specialist,25.0,1.0,117000.0,10000.0,0.0,0,127000.0
US/EU,legalwebb uk ltd,leicester,,,software engineer,8.0,4.0,18000.0,0.0,0.0,0,18000.0
US/EU,mount anthony union hs,vermont,VT,US,technology teacher,20.0,7.0,65000.0,0.0,0.0,0,65000.0
US/EU,arago,"exeter, uk",,,software engineer,6.0,2.0,52500.0,,500.0,,53000.0
US/EU,medium financial firm,"columbus, oh",OH,US,systems administrator,5.0,3.0,61000.0,,2000.0,,63000.0
US/EU,oklahoma,oklahoma city,OK,US,programmer analyst,10.0,4.0,60000.0,0.0,0.0,0,60000.0
US/EU,cerner,"kansas city, mo",KS,US,software architect,8.0,8.0,99000.0,0.0,0.0,0,99000.0
US/EU,large digital media publisher,remote (usa),,,systems administrator,25.0,10.0,100000.0,0.0,2000.0,0,102000.0
US/EU,concepta,orlando,,,mobile app developer,7.0,3.0,65000.0,0.0,0.0,0,65000.0
US/EU,allflex usa,"irving, tx",TX,US,sr. net developer,8.0,0.0,90000.0,10000.0,0.0,0,100000.0
US/EU,target,minneapolis,,,senior software engineer,5.0,1.5,124000.0,0.0,0.0,"10,000",124000.0
US/EU,startup,london,,,software engineer,5.0,0.0,55000.0,0.0,0.0,0,55000.0
US/EU,20-person startup,st. louis,,,software engineer,3.0,2.0,105000.0,0.0,0.0,5000,105000.0
US/EU,mirantis,moscow,,,software engineer,10.0,1.0,33600.0,,,,33600.0
US/EU,american express,"st petersburg, fl",FL,US,developer,0.0,0.5,78500.0,5000.0,,,83500.0
US/EU,freelance,minneapolis,,,freelance ios engineer,6.0,0.5,188000.0,0.0,0.0,0,188000.0
US/EU,private insurance company,"nj, usa",,,network engineer,5.0,2.0,120000.0,0.0,2000.0,0,122000.0
US/EU,code 42,"minneapolis, mn",MN,US,associate software engineer,4.5,2.5,75600.0,,4000.0,,79600.0
US/EU,orbital atk,"wallops island, virginia",VA,US,associate electrical engineer,2.0,1.0,65850.0,0.0,0.0,0,65850.0
US/EU,code 42,"minneapolis, mn",MN,US,senior software engineer,9.0,4.0,96000.0,0.0,5000.0,0,101000.0
US/EU,blue trail software,buenos aires,,,ios lead developer,7.0,2.0,43200.0,0.0,3600.0,0,46800.0
US/EU,motortrak,london,,,php developer,10.0,3.0,54036.0,0.0,0.0,0,54036.0
US/EU,cantonal administration,geneva,,,senior software engineer,6.0,4.0,117000.0,0.0,0.0,0,117000.0
US/EU,amazon,"seattle, wa",WA,US,sysde,10.0,1.5,120000.0,50000.0,0.0,0,170000.0
US/EU,radialpoint,"montreal, quebec, canada",,CA,senior software developer,,6.0,86400.0,,7000.0,,93400.0
US/EU,linkedin,sunnyvale,,,senior software engineer,3.0,1.0,159000.0,40000.0,15900.0,70000,214900.0
US/EU,central  of las villas,"santa clara, cuba",,CU,senior fullstack developer,18.0,15.0,240.0,0.0,0.0,0,240.0
US/EU,local college,"philadelphia, pa",PA,US,web developer,7.0,0.0,62000.0,0.0,0.0,0,62000.0
US/EU,docnetwork,"ann arbor, michigan",MI,US,developer,5.0,0.0,42000.0,0.0,0.0,0,42000.0
US/EU,simplify digital,"aveiro, portugal",,PT,software developer,4.0,2.0,25000.0,0.0,0.0,0,25000.0
US/EU,yc startup,london,,,software engineer,10.0,1.0,104000.0,,15600.0,,119600.0
US/EU,hewlett packard enterprise,sunnyvale,,,software engineer vii,36.0,6.0,206000.0,0.0,15000.0,8000,221000.0
US/EU,hewlett packard enterprise,serbia,,RS,it engineer,17.0,3.0,31200.0,,,,31200.0
US/EU,mid-size startup (series b),"new york, ny",NY,US,tech lead,6.0,2.0,170000.0,0.0,0.0,60000 - 170000,170000.0
US/EU,the boss,netherlands,,NL,developer,10.0,2.0,36000.0,0.0,,,36000.0
US/EU,laika,"portland, or",OR,US,systems administrator,,0.0,77000.0,0.0,2000.0,,79000.0
US/EU,anonymous startup,"cambridge, ma",MA,US,software architect,20.0,3.0,128000.0,0.0,0.0,0,128000.0
US/EU,missouri s&t,"rolla, mo",MO,US,systems administrator,15.0,10.0,56000.0,0.0,0.0,0,56000.0
US/EU,customers bank,shillington pa,PA,US,software admin,9.0,0.25,76000.0,0.0,1000.0,0,77000.0
US/EU,freelance,british columbia,BC,CA,contractor,10.0,2.0,160000.0,,,,160000.0
US/EU,facebook,menlo park,,,strategic value executive,10.0,5.0,350000.0,100000.0,750000.0,150000,1200000.0
US/EU,epic,"madison, wi",WI,US,integration engineer,7.0,5.0,73000.0,0.0,5000.0,"$3,000",78000.0
US/EU,china airlines,taiwan,,TW,assistant programmer,1.0,1.0,13000.0,0.0,1500.0,0,14500.0
US/EU,maine oit,"augusta, me",ME,US,computer programmer,9.0,1.0,40000.0,0.0,2000.0,,42000.0
US/EU,twilio,"san francisco, ca",CA,US,senior software engineer,10.0,3.0,135000.0,5000.0,,~80k in Stock Options,140000.0
US/EU,fds,baltimore,,,team lead,12.0,3.0,126000.0,0.0,0.0,0,126000.0
US/EU,us army,"radford, va",VA,US,it specialist,6.0,6.0,72000.0,0.0,2000.0,,74000.0
US/EU,startup,san francisco,,,data scientist,3.0,1.0,140000.0,0.0,0.0,150000,140000.0
US/EU,google,mountain view,,,software engineer,7.0,6.0,141000.0,0.0,21000.0,70000,162000.0
US/EU,a solar company,san francisco,,,lead embedded controls engineer,5.0,1.0,125000.0,0.0,0.0,?,125000.0
US/EU,zillow,"seattle, wa",WA,US,senior software development engineer,4.0,1.0,140000.0,30000.0,0.0,"50,000",170000.0
US/EU,altice labs,"aveiro, portugal",,PT,software engineer,5.0,,23000.0,0.0,0.0,0,23000.0
US/EU,coupang,"palo alto, ca",CA,US,software engineer,,,125000.0,,,,125000.0
US/EU,scopely,"culver city, ca",CA,US,people business partner,3.0,3.0,140000.0,0.0,20000.0,,160000.0
US/EU,google,mountain view,,,software engineer iii,4.0,4.0,136000.0,7500.0,20400.0,61320,163900.0
US/EU,canonical,usa,,,software engineer,16.0,5.0,150000.0,0.0,10000.0,0,160000.0
US/EU,facebook,"menlo park, ca",CA,US,software engineer,0.0,0.0,105000.0,85000.0,10000.0,40000,200000.0
US/EU,juniper,sunnyvale,,,staff engineer,10.0,3.0,140000.0,25000.0,20000.0,8000,185000.0
US/EU,insurance company,"philadelphia, pa",PA,US,senior software developer,16.0,9.0,97000.0,,,,97000.0
US/EU,teradyne,san jose,,,senior software engineer,30.0,5.0,190000.0,,0.0,25000,190000.0
US/EU,bmw,greer,,,senior engineer,,1.0,90000.0,,,,90000.0
US/EU,bmw,greer,,,senior engineer,,1.0,90000.0,,,,90000.0
US/EU,emarketer,new york,NY,US,vp business development,10.0,5.0,65000.0,0.0,2500.0,0,67500.0
US/EU,trading technologies,"chicago, il",IL,US,principal software engineer,13.0,9.0,159000.0,0.0,0.0,,159000.0
US/EU,amazon,sewttle,,,software dev. mgr.,7.0,4.0,160000.0,100000.0,0.0,280000,260000.0
US/EU,ion trading,"pisa, italy",,IT,software developer,0.0,2.0,33600.0,,1120.0,,34720.0
US/EU,big evil  you have heard of,"nj, 30 minutes from nyc",,,sr. java developer,15.0,5.0,115000.0,0.0,0.0,0,115000.0
US/EU,groupon,"baltimore, md",MD,US,senior software engineer,10.0,1.0,110000.0,0.0,0.0,0,110000.0
US/EU,wipro,bangalore,,,project engineer,2.0,2.0,400000.0,0.0,0.0,0,400000.0
US/EU,ibm,fort lauderdale,,,software engineer,9.0,7.0,120000.0,2000.0,,8000,122000.0
US/EU,hitfox group,"berlin, germany",,DE,developer,2.0,1.5,50400.0,0.0,0.0,0,50400.0
US/EU,lufthansa,"frankfurt, germany",,DE,it security specialist,10.0,15.0,65000.0,,5000.0,,70000.0
US/EU,underarmour connected fitness,"austin, tx",TX,US,senior software engineer,15.0,2.0,130000.0,0.0,15000.0,0,145000.0
US/EU,deloitte,netherlands,,NL,junior manager,6.0,0.0,51192.0,1500.0,,,52692.0
US/EU,microsoft,"bellevue, wa, usa",WA,US,sde ii,8.0,1.2,125000.0,15000.0,,,140000.0
US/EU,intel,ireland,,IE,software architect,10.0,3.0,80000.0,,20000.0,5000,100000.0
US/EU,cisco,ireland,,IE,software engineer,4.0,1.0,50000.0,0.0,4000.0,0,54000.0
US/EU,insidesales,provo,,,software engineer,4.0,1.5,70000.0,0.0,0.0,0,70000.0
US/EU,counsyl,"south san francisco, ca",CA,US,software engineer,4.0,2.0,110000.0,10000.0,0.0,"$18,000",120000.0
US/EU,intel,ireland,,IE,sysadmin,20.0,4.0,80000.0,,,,80000.0
US/EU,ibm,"raleigh, nc",NC,US,senior engineer (band 9),15.0,10.0,146000.0,0.0,5000.0,,151000.0
US/EU,unionized tech nonprofit,"boston, ma",MA,US,program manager,10.0,1.0,59800.0,0.0,0.0,0,59800.0
US/EU,the charlton group,"boston, ma",MA,US,sysadmin,14.0,9.0,85000.0,0.0,3.0,,85003.0
US/EU,fortune-500,"ottawa, canada",,CA,tech lead,25.0,5.0,126000.0,10000.0,3000.0,15000,139000.0
US/EU,gameloft,madrid (es),,,gameplay developer,9.0,3.0,25000.0,0.0,0.0,0,25000.0
US/EU,sf,sf,,,software,1.0,1.0,100000.0,,,,100000.0
US/EU,cisco systems,san jose,,,software engineer,5.0,1.0,105000.0,10000.0,5000.0,,120000.0
US/EU,cisco systems,san jose,,,software engineer,3.0,0.0,118000.0,5000.0,6000.0,,129000.0
US/EU,startup,"sydney, australia",,AU,principal software engineer,8.0,2.0,130000.0,0.0,0.0,,130000.0
US/EU,startup,"san francisco, ca",CA,US,software engineer,2.0,2.0,130000.0,,,,130000.0
US/EU,engineering comp,"bangalore,india",,IN,development e,5.0,3.0,32000.0,0.0,0.0,0,32000.0
US/EU,amazon,"seattle, wa",WA,US,software development engineer,3.0,0.0,110000.0,22000.0,0.0,140 stocks over 4 years,132000.0
US/EU,microsoft,"redmond, wa",WA,US,intern,2.0,1.0,90000.0,5000.0,0.0,0,95000.0
US/EU,series a start up,san francisco,,,software engineer,1.0,0.5,115000.0,3000.0,,,118000.0
US/EU,east asian services firm,beijing,,,cto,15.0,7.0,120000.0,0.0,10.0,0,120010.0
US/EU,startup,san francisco,,,software engineer,11.0,0.0,145000.0,0.0,14500.0,85000,159500.0
US/EU,localedge,buffalo,,,software developer,1.0,1.0,61500.0,0.0,0.0,200,61500.0
US/EU,gusto,san francisco,,,software engineer,2.0,1.0,104500.0,0.0,0.0,0,104500.0
US/EU,autodesk,sf,,,director,16.0,4.0,185000.0,30000.0,60000.0,"45,000",275000.0
US/EU,paypal,san jose,,,sde 3,5.0,1.5,127000.0,17000.0,12000.0,10000,156000.0
US/EU,d2l,"kitchener, on",ON,CA,software developer,2.0,2.0,70000.0,0.0,3.0,0,70003.0
US/EU,tendril,"boulder, co",CO,US,software engineer,3.0,1.5,110000.0,2500.0,11000.0,,123500.0
US/EU,usc,los angeles ca,CA,US,research specialist,11.0,1.0,55000.0,0.0,0.0,0,55000.0
US/EU,facebook,menlo park,,,senior software engineer,4.0,1.0,182000.0,0.0,30000.0,130000,212000.0
US/EU,capgemini,zurich,,,manager,10.0,2.0,130000.0,,,,130000.0
US/EU,up next,"poland, warsaw",,PL,programmer,6.0,1.0,12000.0,,,,12000.0
US/EU,accenture,"pune, india",,IN,software engineer,3.0,1.0,575000.0,50000.0,80000.0,0,705000.0
US/EU,small mobile product shop,"atlanta, ga",GA,US,senior developer,12.0,5.0,132000.0,,10000.0,,142000.0
US/EU,startup,"cambridge, ma",MA,US,front end developer,3.0,1.0,70000.0,,,3000,70000.0
US/EU,homenet automotive,"exton, pa",PA,US,software engineer i,2.0,1.0,60000.0,0.0,10.0,0,60010.0
US/EU,comcast,"philadelphia, pa",PA,US,software engineer,6.0,2.5,111000.0,5000.0,8.0,~$2000,116008.0
US/EU,facebook,menlo park,,,software engineer,4.0,1.5,130000.0,20000.0,13000.0,100000,163000.0
US/EU,mainz brady group - contractor at nike,"beaverton, or",OR,US,front-end developer,2.0,1.0,50.0,,,none,50.0
US/EU,sparkfun electronics,"boulder, co",CO,US,junior software developer,1.0,0.5,60500.0,0.0,800.0,0,61300.0
US/EU,intel,europe,,,staff software enginer,6.0,4.0,164000.0,0.0,20000.0,30000 USD,184000.0
US/EU,$2bn valuation tech company,nyc,,,sr. frontend eng,7.0,1.0,150000.0,0.0,0.0,0,150000.0
US/EU,of maryland,"college park, md",MD,US,scientific programmer (faculty research assistant),5.0,1.0,75000.0,,,,75000.0
